CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,Campanna1,Campanna2,Campanna3,Zona_Renta,REV_Garantia,Averia_grave,QUEJA_CAC,COSTE_VENTA,km_anno,Revisiones,Edad_Cliente,COMUNIDAD_AUT
CLIX1832,2,3,0,1.0,1,1,3,0,1,0,1,0,4.0,0,0.0,0,2989,10143,3,1,0
CLIX1833,2,3,0,1.0,1,0,0,1,2,0,0,0,0.0,1,0.0,0,2180,14585,3,1,17
CLIX1834,2,3,0,1.0,1,0,0,1,1,0,0,0,2.0,1,3.0,1,2322,6503,3,1,10
CLIX1835,2,3,0,1.0,1,0,3,1,1,1,0,0,4.0,1,0.0,1,3527,11363,2,2,8
CLIX1836,2,3,0,1.0,1,0,0,0,1,0,1,0,3.0,1,0.0,0,1800,19880,2,2,16
CLIX1837,2,3,0,1.0,1,0,0,1,1,0,0,0,4.0,0,1.0,0,1800,10992,3,1,16
CLIX1838,2,3,0,1.0,1,0,0,1,1,1,0,0,0.0,1,0.0,0,5049,11670,2,2,5
CLIX1839,2,3,0,1.0,1,2,0,1,2,0,1,0,0.0,1,0.0,0,5049,18646,2,1,16
CLIX1841,2,3,0,1.0,1,2,0,1,1,0,0,0,3.0,1,0.0,0,5049,15114,1,2,13
CLIX1842,2,3,0,1.0,1,1,0,1,1,1,0,0,3.0,1,0.0,0,5947,23003,1,1,17
CLIX1843,2,3,1,1.0,1,0,0,1,1,0,0,0,2.0,1,3.0,1,1800,21305,1,2,8
CLIX1844,2,3,1,1.0,1,0,0,0,1,0,1,0,0.0,1,3.0,1,2248,10002,2,2,13
CLIX1845,2,3,1,1.0,1,0,0,0,1,0,1,0,4.0,0,1.0,0,2087,11490,1,1,16
CLIX1846,2,3,1,1.0,1,2,3,1,1,1,1,0,4.0,1,2.0,1,3148,20317,2,2,8
CLIX1847,2,3,1,1.0,1,1,3,0,1,0,1,0,0.0,0,3.0,1,2462,29600,3,1,11
CLIX1848,2,3,1,1.0,1,0,0,1,1,0,1,0,4.0,0,3.0,1,975,12430,1,2,16
CLIX1849,2,3,1,1.0,1,0,0,1,1,1,1,0,2.0,1,1.0,0,2342,9591,2,1,11
CLIX1850,2,3,1,1.0,1,0,0,0,1,0,0,0,4.0,1,2.0,1,1800,7227,2,1,16
CLIX1852,2,3,1,1.0,1,2,0,0,1,1,0,0,0.0,1,3.0,1,5049,17543,1,2,4
CLIX1853,2,3,1,1.0,1,2,0,0,1,0,0,0,2.0,1,0.0,0,5927,25484,1,2,11
CLIX1856,2,3,1,1.0,1,1,0,0,1,1,0,0,0.0,1,0.0,0,6825,21210,1,2,4
CLIX1857,2,3,1,1.0,1,1,0,1,1,1,0,0,4.0,1,3.0,1,6825,26175,1,2,13
CLIX1859,0,0,1,0.0,1,0,0,1,1,1,0,0,4.0,0,3.0,1,1702,15099,3,1,13
CLIX1860,0,0,1,0.0,1,1,2,0,1,0,0,0,0.0,0,1.0,0,2934,5035,3,2,11
CLIX1861,0,0,1,0.0,1,1,3,0,1,1,0,0,3.0,1,3.0,1,1685,21746,3,1,15
CLIX1863,0,0,1,0.0,1,0,3,1,1,0,0,0,0.0,0,0.0,0,1505,6923,3,2,8
CLIX1864,0,0,0,0.0,1,2,0,0,2,0,0,0,2.0,0,0.0,0,3919,0,3,0,4
CLIX1865,0,0,0,0.0,1,0,3,0,1,0,0,0,3.0,0,0.0,0,0,0,3,0,8
CLIX1866,0,0,0,0.0,1,0,0,0,2,0,0,0,4.0,0,0.0,0,2208,7656,3,2,16
CLIX1867,0,0,0,0.0,1,0,3,0,1,0,0,0,3.0,0,0.0,0,3857,0,3,0,13
CLIX1868,0,0,0,0.0,1,0,0,1,1,0,0,0,4.0,0,0.0,0,920,2196,3,2,8
CLIX1869,0,0,0,0.0,1,0,3,1,1,0,0,0,3.0,0,3.0,1,1941,2301,3,2,16
CLIX1870,0,0,0,0.0,1,0,3,1,1,0,0,0,4.0,1,3.0,1,1595,9292,3,1,17
CLIX1871,0,0,1,0.0,1,2,3,1,1,0,0,0,3.0,0,3.0,1,793,17853,3,1,0
CLIX1872,0,0,1,0.0,1,1,3,0,1,1,0,0,0.0,1,3.0,1,2530,6834,3,2,11
CLIX1873,0,0,1,0.0,1,0,0,0,1,0,1,0,4.0,0,0.0,0,2891,14670,3,2,11
CLIX1874,0,0,1,0.0,1,0,3,0,1,0,0,0,4.0,0,0.0,0,4313,16723,2,1,8
CLIX1875,0,0,1,0.0,1,0,0,1,1,0,0,0,4.0,0,0.0,0,1461,3072,3,2,0
CLIX1876,0,0,1,0.0,1,0,3,1,1,0,0,0,4.0,0,3.0,1,3210,0,3,0,0
CLIX1877,0,0,1,0.0,1,1,3,1,2,0,0,0,2.0,1,0.0,1,1001,19995,3,2,3
CLIX1878,0,0,1,0.0,1,0,0,1,1,0,0,0,4.0,0,2.0,0,2793,10552,3,1,13
CLIX1879,0,0,1,0.0,1,0,3,1,0,1,0,0,2.0,1,0.0,0,1685,14629,2,1,8
CLIX1880,0,0,1,0.0,1,1,3,0,1,0,0,0,0.0,1,3.0,1,368,11794,3,1,0
CLIX1881,0,0,1,0.0,1,0,3,0,1,0,0,0,2.0,1,1.0,0,638,12334,3,1,6
CLIX1882,0,0,1,0.0,1,0,2,1,1,0,0,0,0.0,0,3.0,1,3167,13466,3,2,5
CLIX1883,0,0,1,0.0,1,0,0,1,2,0,0,0,4.0,1,0.0,0,1656,17584,3,1,0
CLIX1884,0,0,1,0.0,1,0,3,1,1,1,0,0,4.0,1,3.0,1,2156,30392,3,2,0
CLIX1885,0,0,1,0.0,1,0,3,0,1,0,0,0,3.0,1,3.0,1,793,26887,3,1,0
CLIX1886,0,0,1,0.0,1,1,0,1,1,1,0,0,2.0,1,3.0,1,2156,20471,3,1,11
CLIX1887,0,0,1,0.0,1,0,3,1,2,0,0,0,4.0,0,0.0,0,2812,14831,3,0,7
CLIX1888,0,0,0,0.0,1,0,0,1,1,1,0,0,2.0,1,3.0,1,0,17727,3,1,17
CLIX1889,0,0,0,0.0,1,0,0,1,1,0,0,0,2.0,1,2.0,0,828,10929,3,0,17
CLIX1890,0,0,1,0.0,1,0,0,0,2,0,0,0,2.0,0,3.0,1,1277,19448,3,2,0
CLIX1891,0,0,0,0.0,1,0,0,1,1,0,0,0,4.0,0,3.0,1,2360,5225,3,2,17
CLIX1892,0,0,0,0.0,1,0,0,0,1,0,0,0,4.0,1,3.0,1,1288,11487,3,1,16
CLIX1893,0,0,0,0.0,1,0,3,0,1,0,0,0,0.0,1,3.0,1,408,16086,2,2,6
CLIX1894,0,0,0,0.0,1,2,2,0,1,0,0,0,4.0,1,0.0,0,0,6682,3,1,11
CLIX1895,0,0,0,0.0,1,0,0,0,2,0,0,0,2.0,1,0.0,0,1233,9806,2,1,7
CLIX1896,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,1233,5938,3,1,0
CLIX1897,0,0,0,0.0,1,2,0,0,0,0,0,0,2.0,0,0.0,0,3036,0,3,0,0
CLIX1898,0,0,0,0.0,1,0,0,0,1,0,0,0,4.0,0,3.0,1,460,3636,2,1,12
CLIX1899,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,1,3.0,1,0,18251,3,2,4
CLIX1900,0,0,0,0.0,1,0,3,0,1,0,0,0,3.0,0,3.0,1,552,8185,3,1,16
CLIX1901,0,0,0,0.0,1,0,0,0,0,0,0,0,4.0,0,3.0,1,460,0,3,0,8
CLIX1902,0,0,0,0.0,1,0,3,1,2,0,0,0,2.0,0,3.0,1,408,7471,3,2,5
CLIX1903,0,0,0,0.0,1,0,0,1,1,0,0,0,4.0,1,3.0,1,512,10371,3,1,17
CLIX1904,0,0,0,0.0,1,0,0,1,1,0,0,0,0.0,0,1.0,0,887,12750,3,1,8
CLIX1905,0,0,0,0.0,1,2,0,0,1,0,0,0,2.0,0,3.0,1,368,912,3,1,8
CLIX1906,0,0,0,0.0,1,1,3,1,1,0,0,0,2.0,0,0.0,0,512,14762,3,1,0
CLIX1907,0,0,0,0.0,1,2,3,0,1,0,0,0,0.0,1,0.0,0,1233,16639,3,1,0
CLIX1908,0,0,0,0.0,1,2,0,0,1,0,1,0,2.0,0,0.0,0,2153,11674,2,2,16
CLIX1909,0,0,0,0.0,1,2,0,1,1,0,0,0,2.0,0,2.0,0,2989,0,3,0,4
CLIX1910,0,0,0,0.0,1,0,3,0,1,0,0,0,2.0,0,0.0,0,914,13642,2,1,2
CLIX1911,0,0,0,0.0,1,2,0,0,1,0,0,0,0.0,1,0.0,0,4057,11079,3,1,11
CLIX1912,0,0,0,0.0,1,0,3,0,1,0,0,0,4.0,1,0.0,0,1351,7825,3,1,0
CLIX1913,0,0,0,0.0,1,1,0,1,1,0,0,0,4.0,0,0.0,0,2536,4703,2,2,7
CLIX1914,0,0,0,0.0,1,0,0,0,1,0,0,0,2.0,0,0.0,0,2536,0,3,0,4
CLIX1915,0,0,0,0.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,368,0,3,0,13
CLIX1916,0,0,0,0.0,1,0,0,1,1,1,0,0,2.0,1,0.0,0,552,15754,3,0,8
CLIX1917,0,0,0,0.0,1,0,3,0,1,0,0,0,4.0,1,0.0,0,1196,13450,3,2,0
CLIX1918,0,0,0,0.0,1,2,0,1,1,0,0,0,3.0,0,0.0,0,0,0,3,0,4
CLIX1919,0,0,0,0.0,1,0,0,0,1,0,0,0,3.0,1,0.0,0,828,6498,2,1,8
CLIX1920,0,0,0,0.0,1,0,1,0,1,0,0,0,2.0,0,0.0,0,1685,0,1,0,8
CLIX1921,0,0,0,0.0,1,0,0,1,1,0,0,0,0.0,1,0.0,0,3356,15186,2,0,8
CLIX1922,0,0,0,0.0,1,0,0,1,1,1,0,0,2.0,1,0.0,0,900,3856,2,1,7
CLIX1923,0,0,0,0.0,1,0,3,0,1,0,0,0,2.0,0,3.0,1,1685,0,2,0,4
CLIX1924,0,0,0,0.0,1,1,3,1,1,0,1,0,2.0,1,0.0,0,3921,28382,1,2,8
CLIX1925,0,0,0,0.0,1,2,0,1,1,0,0,0,0.0,1,0.0,0,3380,8160,1,1,10
CLIX1926,0,0,0,0.0,1,1,0,0,2,1,0,0,4.0,1,0.0,0,3921,13380,1,1,8
CLIX1927,0,0,0,0.0,1,1,3,0,1,1,0,0,4.0,1,0.0,0,6710,11677,1,0,13
CLIX1928,0,0,0,0.0,1,1,2,0,2,1,0,0,4.0,0,2.0,0,3787,0,1,0,11
CLIX1929,0,0,0,0.0,1,1,0,1,1,1,0,0,3.0,1,0.0,0,6508,9293,1,1,13
CLIX1930,0,0,0,0.0,1,1,0,1,1,1,0,0,2.0,1,0.0,0,4184,14392,1,0,14
CLIX1931,0,0,0,0.0,1,0,0,1,1,1,0,0,2.0,1,0.0,0,5550,10294,1,1,14
CLIX1932,7,6,0,1.0,1,0,3,1,1,1,0,0,2.0,0,0.0,0,1317,0,1,1,13
CLIX1933,7,6,0,1.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,1317,0,1,1,13
CLIX1934,7,6,0,1.0,1,0,0,0,1,0,0,0,4.0,0,0.0,0,1317,0,1,0,1
CLIX1935,7,6,0,1.0,1,2,0,0,1,0,0,0,4.0,0,0.0,0,1317,0,1,1,0
CLIX1936,7,6,0,1.0,1,0,0,0,1,0,0,0,4.0,0,3.0,1,1317,0,1,2,8
CLIX1937,7,6,0,1.0,1,1,0,1,1,1,0,1,0.0,0,0.0,0,1684,0,1,1,1
CLIX1938,7,6,0,1.0,1,0,0,1,1,1,0,0,2.0,0,0.0,0,1317,0,1,2,8
CLIX1939,7,6,0,1.0,1,1,3,1,1,1,0,1,0.0,0,0.0,0,1317,0,0,2,4
CLIX1940,7,6,0,1.0,1,1,0,1,1,0,0,1,0.0,0,0.0,0,2263,0,0,2,8
CLIX1941,7,6,0,1.0,1,2,0,1,1,0,0,0,4.0,0,0.0,0,1317,0,1,0,1
CLIX1942,7,6,0,1.0,1,2,0,1,1,0,0,0,0.0,0,0.0,0,1317,0,0,2,16
CLIX1943,7,6,0,1.0,1,1,0,0,1,0,0,1,0.0,0,0.0,0,2263,0,0,0,15
CLIX1944,7,6,0,1.0,1,0,3,1,1,1,0,1,0.0,0,0.0,0,2525,0,1,1,3
CLIX1945,7,6,0,1.0,1,1,0,1,1,1,0,1,0.0,0,0.0,0,1317,0,0,1,4
CLIX1946,7,6,0,1.0,1,1,0,1,1,1,0,1,0.0,0,0.0,0,1897,0,0,2,8
CLIX1947,7,6,0,1.0,1,1,0,1,1,0,0,1,0.0,0,0.0,0,1897,0,0,1,0
CLIX1948,7,6,0,1.0,0,1,0,1,1,0,0,1,2.0,0,0.0,0,1897,0,0,2,8
CLIX1949,7,6,0,1.0,0,1,0,1,1,0,0,1,0.0,0,0.0,0,1897,0,0,0,17
CLIX1950,7,6,0,1.0,0,0,0,0,1,0,0,0,0.0,0,0.0,0,1317,0,0,0,13
CLIX1951,7,6,1,1.0,1,1,0,1,1,1,0,0,3.0,0,3.0,1,2085,0,1,1,2
CLIX1952,7,6,1,1.0,1,0,0,1,1,1,0,0,2.0,1,2.0,0,2053,34510,1,1,8
CLIX1953,7,6,1,1.0,1,0,0,1,1,1,0,0,4.0,0,0.0,0,2881,0,1,2,13
CLIX1954,7,6,1,1.0,1,1,2,0,0,1,0,1,4.0,0,0.0,0,2329,0,1,2,17
CLIX1955,7,6,1,1.0,1,2,0,0,1,0,0,0,0.0,0,0.0,0,1369,0,1,1,6
CLIX1956,7,6,1,1.0,1,0,0,1,1,0,0,1,0.0,0,0.0,0,2625,0,1,2,0
CLIX1957,7,6,1,1.0,1,0,0,1,1,0,0,0,0.0,1,0.0,0,1976,45707,0,1,8
CLIX1958,7,6,1,1.0,1,1,0,1,1,1,0,1,0.0,0,0.0,0,1317,0,1,2,3
CLIX1959,9,6,0,2.0,1,0,0,1,1,1,0,0,4.0,1,3.0,1,239,4622,2,2,3
CLIX1962,9,6,1,2.0,1,0,2,1,1,0,0,0,3.0,0,3.0,1,732,10593,3,2,13
CLIX1963,9,6,1,2.0,1,0,0,0,0,0,0,0,2.0,0,3.0,1,732,0,3,1,4
CLIX1964,9,6,1,2.0,1,0,0,1,1,0,0,0,2.0,0,3.0,1,732,6126,3,1,17
CLIX1965,9,6,1,2.0,1,0,0,1,1,0,0,0,0.0,0,3.0,1,0,18218,2,1,17
CLIX1966,9,6,1,2.0,1,0,3,0,0,0,0,0,0.0,0,3.0,1,732,12847,3,2,17
CLIX1967,9,6,1,2.0,1,0,0,0,1,1,0,0,0.0,1,3.0,1,0,21552,2,2,0
CLIX1968,9,6,1,2.0,1,0,3,0,1,0,0,0,4.0,1,3.0,1,732,27041,3,1,3
CLIX1969,9,6,1,2.0,1,0,0,1,1,1,1,0,2.0,0,1.0,1,0,7789,3,2,11
CLIX1970,9,6,1,2.0,1,0,0,1,1,0,1,0,2.0,0,3.0,1,793,13286,3,2,2
CLIX1971,9,6,1,2.0,1,0,3,1,1,0,0,0,4.0,0,2.0,0,732,18441,2,1,13
CLIX1972,9,6,1,2.0,1,0,0,0,1,0,1,0,2.0,0,3.0,1,0,11832,2,2,8
CLIX1973,9,6,1,2.0,1,0,0,1,1,1,1,0,4.0,0,2.0,1,732,9503,3,2,8
CLIX1974,9,6,1,2.0,1,1,0,1,1,0,0,0,0.0,0,2.0,0,727,18196,2,2,0
CLIX1975,9,6,1,2.0,1,2,0,1,0,0,0,0,3.0,1,2.0,1,0,19873,2,0,0
CLIX1976,9,6,1,2.0,1,0,0,1,1,0,0,0,3.0,0,2.0,0,0,7598,3,1,13
CLIX1977,9,6,1,2.0,1,0,0,0,1,0,1,0,4.0,0,0.0,1,2217,21992,2,1,13
CLIX1978,9,6,1,2.0,1,1,3,1,1,0,0,0,4.0,0,2.0,1,0,17861,2,2,8
CLIX1979,9,6,1,2.0,1,0,0,1,1,0,0,0,2.0,1,3.0,1,0,21392,2,1,11
CLIX1980,9,6,1,2.0,1,0,0,1,1,0,1,0,4.0,0,1.0,1,0,22164,2,1,13
CLIX1981,9,6,1,2.0,1,1,0,1,1,0,0,0,3.0,0,3.0,1,635,4819,3,2,17
CLIX1982,9,6,1,2.0,1,0,2,0,1,1,1,0,4.0,0,3.0,1,828,23627,3,1,0
CLIX1983,9,6,1,2.0,1,0,0,1,1,0,1,0,3.0,0,3.0,1,0,13098,3,2,13
CLIX1984,9,6,1,2.0,1,1,0,1,1,0,0,0,0.0,0,3.0,1,2570,18826,2,1,0
CLIX1985,9,6,1,2.0,1,0,0,1,1,0,0,0,4.0,0,1.0,0,1297,23949,2,1,13
CLIX1986,9,6,1,2.0,1,0,0,1,1,1,0,0,4.0,1,3.0,1,1946,37686,3,2,13
CLIX1987,9,6,1,2.0,1,1,0,1,1,0,1,0,4.0,0,3.0,1,1297,13784,2,2,17
CLIX1988,9,6,1,2.0,1,1,0,1,1,0,0,0,2.0,0,3.0,1,2774,0,2,2,4
CLIX1989,9,6,1,2.0,1,0,0,1,1,0,0,0,4.0,0,3.0,1,4057,23711,2,1,0
CLIX1990,9,6,1,2.0,1,0,0,0,2,0,1,0,4.0,0,2.0,0,4028,25766,2,1,8
CLIX1991,9,6,1,2.0,1,0,0,1,1,0,1,0,4.0,1,2.0,0,4057,20703,2,2,11
CLIX1992,3,5,1,1.0,1,2,0,0,1,0,0,0,3.0,0,3.0,1,2195,0,3,1,8
CLIX1993,3,5,0,1.0,1,0,0,1,1,0,0,0,2.0,1,0.0,0,0,11302,3,1,17
CLIX1994,3,5,1,1.0,1,0,0,1,1,0,0,0,0.0,1,3.0,1,2839,20268,3,2,17
CLIX1995,3,5,1,1.0,1,0,3,1,1,0,0,0,1.0,0,2.0,1,2839,9875,2,2,0
CLIX1996,3,5,1,1.0,1,0,0,1,1,0,0,0,1.0,0,3.0,1,611,23105,3,1,2
CLIX1997,3,5,1,1.0,1,0,0,0,1,0,0,0,2.0,1,2.0,0,2839,10430,3,2,6
CLIX1998,3,5,1,1.0,1,2,3,1,2,0,0,0,3.0,1,3.0,1,2320,13591,3,1,0
CLIX1999,3,5,1,1.0,1,2,3,1,1,0,0,0,1.0,1,1.0,1,0,17427,2,2,0
CLIX2000,3,5,1,1.0,1,0,0,0,1,0,0,0,4.0,0,3.0,1,0,0,3,1,8
CLIX2001,3,5,1,1.0,1,0,3,1,1,1,0,0,2.0,0,3.0,1,1223,15627,3,1,11
CLIX2002,3,5,1,1.0,1,0,0,1,1,1,0,0,3.0,0,3.0,1,3391,21994,3,0,8
CLIX2003,3,5,1,1.0,1,0,0,1,1,0,0,0,2.0,1,0.0,0,2504,15113,2,2,17
CLIX2004,3,5,0,1.0,1,0,0,1,1,1,0,0,2.0,0,1.0,0,0,6319,3,2,7
CLIX2005,3,5,0,1.0,1,0,0,1,2,0,0,0,0.0,0,0.0,0,0,7281,3,2,7
CLIX2006,3,5,0,1.0,1,0,0,0,1,0,1,0,3.0,0,0.0,0,0,6855,2,1,8
CLIX2007,3,5,0,1.0,1,0,0,1,1,0,0,0,1.0,1,0.0,0,1450,19462,3,1,0
CLIX2008,3,0,0,1.0,1,0,3,1,1,0,0,0,4.0,0,0.0,0,0,9372,3,2,14
CLIX2009,3,0,0,1.0,1,0,0,1,1,0,0,0,0.0,1,0.0,0,0,19728,3,1,5
CLIX2010,3,0,0,1.0,1,1,3,1,0,0,0,0,4.0,0,0.0,0,3058,14973,3,2,0
CLIX2011,3,0,0,1.0,1,0,0,1,1,0,0,0,0.0,1,0.0,0,3991,12303,2,2,13
CLIX2012,3,0,0,1.0,1,0,3,1,1,1,0,0,0.0,1,3.0,1,1525,15470,3,1,7
CLIX2013,3,0,0,1.0,1,0,3,0,1,0,0,0,2.0,0,0.0,0,3086,0,2,1,1
CLIX2014,3,0,0,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,2024,10777,2,1,15
CLIX2015,3,0,0,1.0,1,0,3,1,1,1,0,0,2.0,1,0.0,1,4692,14386,2,1,11
CLIX2016,3,0,0,1.0,1,0,0,1,1,0,0,0,3.0,1,3.0,1,0,11318,2,2,6
CLIX2017,3,0,0,1.0,1,0,0,1,1,0,0,0,4.0,1,0.0,1,0,9431,3,1,11
CLIX2018,3,0,0,1.0,1,0,0,1,1,0,0,0,4.0,0,0.0,0,0,8996,3,1,13
CLIX2019,3,0,0,1.0,1,1,3,1,1,0,1,0,0.0,0,0.0,0,0,19713,2,2,8
CLIX2020,3,0,1,2.0,1,0,0,0,1,1,1,0,0.0,0,3.0,1,0,7420,3,2,16
CLIX2021,3,0,1,2.0,1,0,0,0,1,0,0,0,2.0,0,2.0,1,0,14560,3,1,8
CLIX2022,3,0,1,2.0,1,0,0,1,2,0,0,0,4.0,0,2.0,1,1971,20760,3,2,0
CLIX2023,3,0,1,2.0,1,0,3,1,1,0,0,0,0.0,0,3.0,1,4896,0,3,2,6
CLIX2024,3,0,1,2.0,1,0,1,1,1,1,0,0,3.0,1,3.0,1,6508,21357,3,2,13
CLIX2025,3,0,1,2.0,1,0,0,0,1,1,0,0,4.0,0,1.0,1,2986,21659,2,1,0
CLIX2026,3,0,1,2.0,1,0,0,1,1,0,0,0,0.0,0,2.0,1,3944,18998,3,2,7
CLIX2027,3,0,1,2.0,1,0,3,1,1,0,0,0,3.0,0,1.0,1,3116,23932,3,2,16
CLIX2028,3,0,1,2.0,1,0,0,1,2,1,0,0,4.0,0,3.0,1,2077,18523,2,2,0
CLIX2029,3,0,1,2.0,1,0,0,1,1,0,1,0,2.0,0,2.0,0,1525,13032,2,2,2
CLIX2030,3,0,1,2.0,1,2,0,1,1,0,0,0,2.0,0,3.0,1,2545,10339,3,1,8
CLIX2031,3,0,1,1.0,1,0,0,1,1,1,0,0,3.0,0,1.0,1,1525,22542,2,2,0
CLIX2032,3,0,1,1.0,1,0,3,1,1,0,0,0,4.0,0,3.0,1,1906,10982,2,2,17
CLIX2033,3,0,1,1.0,1,2,0,1,1,1,0,0,1.0,1,3.0,1,578,12437,3,1,0
CLIX2034,3,0,1,1.0,1,0,0,1,1,0,0,0,3.0,0,2.0,0,1868,15915,3,2,13
CLIX2035,3,0,1,1.0,1,0,0,1,1,1,0,0,4.0,0,1.0,1,0,15276,3,2,13
CLIX2036,3,0,1,1.0,1,0,0,0,1,0,0,0,2.0,1,3.0,1,1868,14345,2,1,0
CLIX2037,3,0,1,1.0,1,0,0,1,1,1,0,0,3.0,0,2.0,0,725,10186,3,1,1
CLIX2038,3,0,1,1.0,1,2,0,0,1,0,0,0,3.0,0,3.0,1,0,17917,3,2,0
CLIX2039,3,0,1,1.0,1,0,0,1,1,1,0,0,0.0,0,3.0,1,0,13008,3,1,11
CLIX2040,3,0,1,1.0,1,0,0,1,0,1,0,0,3.0,0,3.0,1,1868,4884,3,2,16
CLIX2041,3,0,1,1.0,1,0,0,1,1,0,1,0,2.0,0,3.0,1,1380,5944,2,1,8
CLIX2042,3,0,1,1.0,1,0,0,0,1,1,0,0,3.0,1,3.0,1,1868,8735,3,2,3
CLIX2044,3,0,1,1.0,1,0,0,1,1,0,0,0,2.0,1,3.0,1,1868,14395,3,1,11
CLIX2045,3,0,1,1.0,1,0,0,1,1,0,1,0,4.0,0,3.0,1,0,13770,3,1,7
CLIX2046,3,0,1,1.0,1,0,0,1,0,0,0,0,1.0,0,3.0,1,1568,24332,3,1,4
CLIX2047,3,0,1,1.0,1,0,3,1,2,0,0,0,3.0,0,1.0,0,992,24771,3,2,6
CLIX2048,3,0,1,1.0,1,0,3,0,1,0,0,0,0.0,0,3.0,1,2353,21878,2,2,2
CLIX2049,3,0,1,1.0,1,0,3,1,1,0,0,0,2.0,1,3.0,1,0,33832,3,1,12
CLIX2050,3,0,0,1.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,519,0,3,2,16
CLIX2051,3,0,0,1.0,1,0,0,1,1,1,0,0,0.0,1,0.0,0,0,3929,3,2,0
CLIX2052,3,0,0,1.0,1,0,0,1,1,1,0,0,3.0,0,3.0,1,0,17112,3,2,13
CLIX2053,3,0,0,2.0,1,0,0,1,1,1,0,0,4.0,0,0.0,0,0,9356,3,0,8
CLIX2054,3,0,0,2.0,1,0,0,1,1,0,0,0,4.0,0,3.0,1,0,9093,3,1,13
CLIX2055,3,0,0,2.0,1,0,0,1,1,1,0,0,3.0,1,3.0,1,2208,21742,3,1,1
CLIX2056,3,7,1,2.0,1,0,0,1,1,1,0,0,4.0,0,3.0,1,3277,10991,3,1,3
CLIX2057,3,7,1,1.0,1,1,0,1,1,1,0,0,1.0,0,1.0,0,0,21889,2,1,17
CLIX2058,3,7,1,1.0,1,0,0,1,1,0,0,0,2.0,1,3.0,1,0,31001,3,1,7
CLIX2059,3,7,0,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,1465,12800,2,2,8
CLIX2060,3,0,0,1.0,1,0,0,1,1,1,0,0,3.0,1,0.0,0,4497,10641,2,2,16
CLIX2061,3,0,1,2.0,1,0,0,1,1,1,0,0,3.0,1,3.0,1,2475,21398,2,2,0
CLIX2062,3,0,1,2.0,1,0,0,0,1,0,1,0,2.0,0,3.0,1,2515,12736,2,1,15
CLIX2063,3,0,1,2.0,1,1,0,0,1,0,1,0,4.0,0,3.0,1,3211,20289,3,1,8
CLIX2064,3,0,1,2.0,1,0,0,1,1,1,0,0,2.0,1,3.0,1,4274,10918,3,1,0
CLIX2065,3,0,1,2.0,1,0,0,0,1,0,1,0,3.0,1,3.0,1,5853,12323,2,2,13
CLIX2066,3,0,1,1.0,1,0,0,1,1,0,1,0,2.0,0,3.0,1,2294,20711,2,2,8
CLIX2067,3,0,1,1.0,1,0,0,1,1,0,1,0,4.0,0,1.0,0,5997,23516,2,2,0
CLIX2068,3,0,1,1.0,1,0,0,1,1,1,1,0,3.0,1,1.0,0,4497,11258,2,2,11
CLIX2069,3,0,0,2.0,1,0,0,1,1,0,1,0,3.0,0,3.0,1,2475,12739,3,2,16
CLIX2070,3,0,0,2.0,1,0,0,1,2,0,1,0,4.0,0,2.0,0,3599,22129,2,1,13
CLIX2072,3,0,0,2.0,1,0,0,1,1,0,0,0,4.0,0,0.0,0,4783,15637,3,1,13
CLIX2073,3,0,0,2.0,1,1,0,1,1,0,0,0,0.0,0,0.0,0,2451,12183,3,1,13
CLIX2075,3,5,0,1.0,1,0,0,0,1,0,0,0,4.0,1,3.0,1,1098,21963,2,2,13
CLIX2076,3,5,0,1.0,1,1,0,1,1,1,1,0,2.0,1,0.0,0,5487,12129,2,1,6
CLIX2077,3,5,0,1.0,1,0,3,1,1,0,1,0,4.0,0,2.0,0,2476,12586,1,1,13
CLIX2078,3,5,0,1.0,1,1,0,1,1,1,0,0,3.0,1,0.0,1,5402,16063,1,2,13
CLIX2079,3,5,0,1.0,1,0,0,1,1,1,0,0,4.0,1,0.0,0,2605,13708,1,1,17
CLIX2080,3,5,0,1.0,1,2,0,1,1,1,0,0,4.0,1,0.0,1,4736,17677,1,1,7
CLIX2081,3,7,0,1.0,1,2,0,0,1,0,1,0,0.0,1,2.0,0,1098,6958,2,1,16
CLIX2082,3,7,0,1.0,1,1,0,1,1,1,0,0,4.0,1,3.0,1,3691,12646,1,1,7
CLIX2083,3,5,1,1.0,1,1,0,1,1,0,0,0,0.0,1,3.0,1,5622,31261,1,1,4
CLIX2084,3,5,1,1.0,1,0,0,1,1,0,0,0,0.0,1,3.0,1,2708,26279,1,1,11
CLIX2085,3,5,1,1.0,1,2,3,1,2,0,0,0,0.0,1,2.0,0,2434,29597,2,1,17
CLIX2086,3,5,1,1.0,1,2,0,1,1,1,0,0,3.0,1,2.0,0,4822,7757,2,2,0
